code	term
8142.7	técnica de máquinas de moldear plástico por inyección
8142.7	técnico de máquinas de moldear  plástico por inyección
8142.8	mandriladora de tubos aislantes
8142.8	mandrilador de tubos aislantes
8142.9	operadora de máquinas para la fabricación de muebles de plástico
8142.9	operador de máquinas para la fabricación de muebles de plástico
8142.9	operaria de máquinas para la fabricación de muebles de plástico
8142.9	operario de máquinas para la fabricación de muebles de plástico
8142.9	técnica de montaje de muebles de plástico
8142.9	técnico de montaje de muebles de plástico
8143.1	especialista en máquinas para fabricar tampones de celulosa
8143.1	operadora de máquinas para fabricar almohadillas de papel absorbente
8143.1	operadora de máquinas para fabricar papel absorbente
8143.1	operadora de máquinas para fabricar tejido absorbente
8143.1	operador de máquinas para fabricar almohadillas de papel absorbente
8143.1	operador de máquinas para fabricar papel absorbente
8143.1	operador de máquinas para fabricar tejido absorbente
8143.1	técnica en máquinas para fabricar pañales de celulosa
8143.1	técnico en máquinas para fabricar pañales de celulosa
8143.2	operadora de corrugadora (de cartón)
8143.2	operadora de máquinas para fabricar cartón
8143.2	operadora de máquinas para fabricar cartón ondulado
8143.2	operadora de onduladora de cartón
8143.2	operador de corrugadora (de cartón)
8143.2	operador de máquinas para fabricar cartón
8143.2	operador de máquinas para fabricar cartón ondulado
8143.2	operador de onduladora de cartón
8143.3	confeccionadora de sobres
8143.3	confeccionador de sobres
8143.3	operadora de máquinas para fabricar sobres
8143.3	operador de máquina para fabricar sobres
8143.3	sobrera
8143.3	sobrero
8143.4	especialista de máquinas para fabricar bolsas de papel
8143.4	operadora de máquinas para fabricar bolsas de papel
8143.4	operador de máquinas para fabricar bolsas de papel
8143.4	operaria de máquinas para fabricar bolsas de papel
8143.4	operario de máquinas para fabricar bolsas de papel
8143.4	técnica de máquinas para fabricar bolsas de papel
8143.4	técnico de máquinas para fabricar bolsas de papel
8143.5	confeccionadora de cajas de cartón ondulado
8143.5	confeccionador de cajas de cartón ondulado
8143.5	montadora de productos de cartón
8143.5	montador de productos de cartón
8143.5	operadora de montaje de productos de cartón
8143.5	operador de montaje de productos de cartón
8143.5	operario de montaje de productos de cartón
8143.6	operadora de guillotina de papel
8143.6	operadora de máquina cortadora de papel
8143.6	operador de guillotina de papel
8143.6	operador de máquina cortadora de papel
8143.6	operaria de guillotina de papel
8143.6	operaria de máquina cortadora de papel
8143.6	operario de guillotina de papel
8143.6	operario de máquina cortadora de papel
8143.6	técnica de guillotina de papel
8143.6	técnico de guillotina de papel
8143.7	operadora de máquinas para perforar y rebobinar papel tisú
8143.7	operador de máquinas para perforar y rebobinar papel de seda
8143.7	operador de máquinas para perforar y rebobinar papel tisú
8143.7	operaria de máquinas para perforar y rebobinar papel de seda
8143.7	operaria de máquinas para perforar y rebobinar papel tisú
8143.7	operario de máquinas para perforar y rebobinar papel de seda
8143.7	operario de máquinas para perforar y rebobinar papel tisú
8143.7	técnica de máquinas para fabricar papel higiénico
8143.7	técnico de máquinas para fabricar papel higiénico
8151.1	operadora de desmotadora de algodón
8151.1	operador de desmotadora de algodón
8151.2.1	hiladora de fibra textil sintética
8151.2.1	hiladora de filamentos sintéticos
8151.2.1	hilador de fibra textil sintética
8151.2.1	hilador de filamentos sintéticos
8151.2.1	operadora de fibra textil sintética y de fibra de vidrio
8151.2.1	operador de fibra textil sintética y de fibra de vidrio
8151.2.2	operadora de máquina retorcedora de fibras textiles
8151.2.2	operador de máquina retorcedora de fibras textiles
8151.2.3	hilandera
8151.2.3	hilandero
8151.2.3	operadora de máquina de hilar
8151.2.3	operadora de máquina de hilar continua
8151.2.3	operador de máquina de hilar
8151.2.3	operador de máquina de hilar continua
8151.2.3	operaria de máquina hiladora
8151.2.3	operario de máquina de hilar
8151.2.3	operario de máquina hiladora
8151.2	operadora de máquina hiladora
8151.2	operadora de máquinas hiladoras
8151.2	operador de máquina hiladora
8151.2	operador de máquinas hiladoras
8151.3	técnica de hilado textil
8151.3	técnico de hilado textil
8151.4	operadora de máquina bobinadora de fibras textiles
8151.4	operador de máquina bobinadora de fibras textiles
8152.1.1	supervisora de máquina tejedora
8152.1.1	supervisora de máquina tejedoras
8152.1.1	supervisor de máquina tejedora
8152.1.2	operadora de máquina circular tejedora
8152.1.2	operador de máquina circular tejedora
8152.1.2	técnica de tejido textil
8152.1.2	técnica tejedora
8152.1.2	técnico de tejido textil
8152.1.2	técnico tejedor
8152.1.2	tejedor
8152.1.2	tejedora
8152.1	operadora de máquinas tejedoras
8152.1	operadora de máquina tejedora
8152.1	operador de máquina tejedora
8152.2	operadora de máquinas textiles
8152.2	operador de máquinas textiles
8152.2	supervisora de operaciones textiles
8152.2	supervisora de procesos de producción textil
8152.2	supervisor de operaciones textiles
8152.2	supervisor de procesos de producción textil
8152.3.1	operadora de máquinas de empenachar alfombras
8152.3.1	operador de máquinas de empenachar alfombras
8152.3.2	supervisora de telar
8152.3.2	supervisor de telar
8152.3.3	técnica de telar
8152.3.3	técnico de telar
8152.3	operadora de telar
8152.3	operador de telar
8152.3	operaria de telar
8153.1.1	arreglista de prendas de vestir
8153.1.1	arreglista de ropa
8153.1.1	operadora de arreglos de prendas de vestir
8153.1.1	operadora de arreglos de ropa
8153.1.1	operadora de máquinas de arreglo de prendas de vestir
8153.1.1	operadora de máquinas de arreglo de ropa
8153.1.1	operador de arreglos de prendas de vestir
8153.1.1	operador de arreglos de ropa
8153.1.1	operador de máquinas de arreglo de prendas de vestir
8153.1.1	operador de máquinas de arreglo de ropa
8153.1.2	confeccionista de muestras para prendas de vestir
8153.1.2	operadora de confección de muestras para prendas de vestir
8153.1.2	operadora de máquinas de coser
8153.1.2	operador de confección de muestras para prendas de vestir
8153.1.2	operador de máquinas de coser
8153.1.3	operadora de máquinas de bordado
8153.1.3	operadora de máquinas de bordar
8153.1.3	operadora de máquinas de bordar informatizadas
8153.1.3	operador de máquinas de bordado
8153.1.3	operador de máquinas de bordar
8153.1.3	operador de máquinas de bordar informatizadas
8153.1.4	cosedora de piel y cuero
8153.1.4	cosedor de piel y cuero
8153.1.4	operadora de máquinas de coser piel y cuero
8153.1.4	operadora de máquinas industriales de coser
8153.1.4	operador de máquinas de coser piel y cuero
8153.1.4	operador de máquinas industriales de coser
8153.1.5	confeccionista de ropa de protección
8153.1.5	confeccionista de ropa de seguridad
8153.1	operadora de máquinas de coser
8153.1	operadora de máquinas de costura
8153.1	operadora de máquinas industriales de coser y bordar
8153.1	operador de máquinas de coser
8153.1	operador de máquinas de costura
8153.1	operador de máquinas industriales de coser y bordar
8154.1	técnica de acabado textil
8154.1	técnico de acabado textil
8154.2	técnica de teñido textil
8154.2	técnica de tintura textil
8154.2	técnico de teñido textil
8154.2	técnico de tintura textil
8154.3	operadora de teñido textil
8154.3	operadora de tintura textil
8154.3	operador de teñido textil
8154.3	operador de tintura textil
8154.4	operadora de máquina de acabado textil
8154.4	operadora de máquinas para el acabado de productos textiles
8154.4	operador de máquina de acabado textil
8154.4	operador de máquinas para el acabado de productos textiles
8155.1.1	operadora de colorantes para pieles y cuero
8155.1.1	operadora de tintura para pieles y cuero
8155.1.1	operador de colorantes para pieles y cuero
8155.1.1	operador de tintura para pieles y cuero
8155.1.2	operadora de acabado de pieles y cuero
8155.1.2	operadora de máquinas de grabado de curtidos
8155.1.2	operadora de máquinas para el acabado de pieles y cuero
8155.1.2	operador de acabado de pieles y cuero
8155.1.2	operador de máquinas de grabado de curtidos
8155.1.2	operador de máquinas para el acabado de pieles y cuero
8155.1.3	curtidor
8155.1.3	curtidora
8155.1.3	operadora de curtiduría
8155.1.3	operador de curtiduría
8155.1	operadora de máquinas de curtido de pieles y cuero
8155.1	operadora de máquinas para cortar pieles y cuero
8155.1	operadora de máquinas para grabar pieles y cuero
8155.1	operadora de máquinas para la curtición de pieles y cuero
8155.1	operadora de máquinas para producir pieles y cuero
8155.1	operadora de máquinas para repujar cuero
8155.1	operador de máquinas de curtido de pieles y cuero
8155.1	operador de máquinas para cortar pieles y cuero
8155.1	operador de máquinas para estampar en cuero
8155.1	operador de máquinas para grabar pieles y cuero
8155.1	operador de máquinas para la curtición de pieles y cuero
8155.1	operador de máquinas para producir pieles y cuero
8155.1	operador de máquinas para repujar cuero
8156.1	cortadora de piezas de calzado por ordenador
8156.1	cortador de piezas de calzado por ordenador
8156.1	operador de máquina cortadora automática de piezas de calzado
8156.2.1	cortadora de piezas de calzado
8156.2.1	cortador de piezas de calzado
8156.2.1	operadora de máquina cortadora de piezas de calzado
8156.2.1	operadora de máquinas para cortar piezas de calzado
8156.2.1	operador de máquina cortadora de piezas de calzado
8156.2.1	operador de máquinas para cortar piezas de calzado
8156.2.2	supervisora de mantenimiento de maquinaria para fabricar calzado
8156.2.2	supervisor de mantenimiento de maquinaria para fabricar calzado
8156.2.2	técnica de mantenimiento de maquinaria para fabricar calzado
8156.2.2	técnico de mantenimiento de maquinaria para fabricar calzado
8156.2.3	cosedora a máquina de piezas de calzado
8156.2.3	cosedor a máquina de piezas de calzado
8156.2.3	operadora de máquinas para coser calzado
8156.2.3	operador de máquinas para coser calzado
8156.2.3	operaria de máquinas para coser calzado
8156.2.3	operario de máquinas para coser calzado
8156.2.4	montadora de piezas de calzado
8156.2.4	montador de piezas de calzado
8156.2.4	operadora de máquinas de montar (calzado)
8156.2.4	operadora de máquinas para montar piezas de calzado
8156.2.4	operador de máquinas de montar (calzado)
8156.2.4	operador de máquinas para montar piezas de calzado
8156.2.5	operadora de equipos de premontaje de piezas de calzado
8156.2.5	operadora de premontaje de piezas de calzado
8156.2.5	operador de equipos de premontaje de piezas de calzado
8156.2.5	operador de premontaje de piezas de calzado
8156.2.5	operaria de equipos de premontaje de piezas de calzado
8156.2.5	operario de equipos de premontaje de piezas de calzado
8156.2.6	operadora de maquinaria de calzado
